year,statistical_region,name_of_municipality,type_of_waste,total_waste_collected
2022,PODRAVSKA,HAJDINA,Non-hazardous Wood from Municipal Waste (20 01 38),74.12
2022,PODRAVSKA,HAJDINA,Paper and Cardboard Packaging (15 01 01),41.693
2022,PODRAVSKA,HAJDINA,Paper and Cardboard from Municipal Waste (20 01 01),97.146
2022,PODRAVSKA,HOČE-SLIVNICA,Bulky Municipal Waste (20 03 07),253.574
2022,PODRAVSKA,HOČE-SLIVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),292.38
2022,PODRAVSKA,HOČE-SLIVNICA,Paper and Cardboard Packaging (15 01 01),54.69
2022,PODRAVSKA,HOČE-SLIVNICA,Paper and Cardboard from Municipal Waste (20 01 01),276.545
2022,PODRAVSKA,HOČE-SLIVNICA,Wooden Packaging (15 01 03),15.359
2022,PODRAVSKA,JURŠINCI,Bulky Municipal Waste (20 03 07),30.621
2022,PODRAVSKA,JURŠINCI,Non-hazardous Wood from Municipal Waste (20 01 38),12.133
2022,PODRAVSKA,JURŠINCI,Paper and Cardboard Packaging (15 01 01),21.823
2022,PODRAVSKA,JURŠINCI,Paper and Cardboard from Municipal Waste (20 01 01),60.835
2022,PODRAVSKA,JURŠINCI,Wooden Packaging (15 01 03),12.4
2022,PODRAVSKA,KIDRIČEVO,Bulky Municipal Waste (20 03 07),236.112
2022,PODRAVSKA,KIDRIČEVO,Non-hazardous Wood from Municipal Waste (20 01 38),95.88
2022,PODRAVSKA,KIDRIČEVO,Paper and Cardboard Packaging (15 01 01),46.901
2022,PODRAVSKA,KIDRIČEVO,Paper and Cardboard from Municipal Waste (20 01 01),169.64
2022,PODRAVSKA,KIDRIČEVO,Wooden Packaging (15 01 03),32.62
2022,PODRAVSKA,KUNGOTA,Bulky Municipal Waste (20 03 07),286.25
2022,PODRAVSKA,KUNGOTA,Non-hazardous Wood from Municipal Waste (20 01 38),105.28
2022,PODRAVSKA,KUNGOTA,Paper and Cardboard Packaging (15 01 01),26.6
2022,PODRAVSKA,KUNGOTA,Paper and Cardboard from Municipal Waste (20 01 01),63.217
2022,PODRAVSKA,LENART,Bulky Municipal Waste (20 03 07),361.545
2022,PODRAVSKA,LENART,Non-hazardous Wood from Municipal Waste (20 01 38),94.73
2022,PODRAVSKA,LENART,Paper and Cardboard Packaging (15 01 01),56.28
2022,PODRAVSKA,LENART,Paper and Cardboard from Municipal Waste (20 01 01),60.115
2022,PODRAVSKA,LENART,Wooden Packaging (15 01 03),107.32
2022,PODRAVSKA,LOVRENC NA POHORJU,Bulky Municipal Waste (20 03 07),73.02
2022,PODRAVSKA,LOVRENC NA POHORJU,Non-hazardous Wood from Municipal Waste (20 01 38),138.46
2022,PODRAVSKA,LOVRENC NA POHORJU,Paper and Cardboard Packaging (15 01 01),18.4
2022,PODRAVSKA,LOVRENC NA POHORJU,Paper and Cardboard from Municipal Waste (20 01 01),39.467
2022,PODRAVSKA,MAJŠPERK,Bulky Municipal Waste (20 03 07),127.586
2022,PODRAVSKA,MAJŠPERK,Non-hazardous Wood from Municipal Waste (20 01 38),30.52
2022,PODRAVSKA,MAJŠPERK,Paper and Cardboard Packaging (15 01 01),26.498
2022,PODRAVSKA,MAJŠPERK,Paper and Cardboard from Municipal Waste (20 01 01),107.1
2022,PODRAVSKA,MAJŠPERK,Wooden Packaging (15 01 03),12.78
2022,PODRAVSKA,MAKOLE,Bulky Municipal Waste (20 03 07),13.17
2022,PODRAVSKA,MAKOLE,Non-hazardous Wood from Municipal Waste (20 01 38),56.876
2022,PODRAVSKA,MAKOLE,Paper and Cardboard Packaging (15 01 01),16.789
2022,PODRAVSKA,MAKOLE,Paper and Cardboard from Municipal Waste (20 01 01),35.632
2022,PODRAVSKA,MAKOLE,Wooden Packaging (15 01 03),97.88
2022,PODRAVSKA,MARIBOR,Bulky Municipal Waste (20 03 07),2177.446
2022,PODRAVSKA,MARIBOR,Non-hazardous Wood from Municipal Waste (20 01 38),5210.18
2022,PODRAVSKA,MARIBOR,Paper and Cardboard Packaging (15 01 01),548.336
2022,PODRAVSKA,MARIBOR,Paper and Cardboard from Municipal Waste (20 01 01),3934.539
2022,PODRAVSKA,MARIBOR,Wooden Packaging (15 01 03),28.38
2022,PODRAVSKA,MARKOVCI,Bulky Municipal Waste (20 03 07),160.47
2022,PODRAVSKA,MARKOVCI,Non-hazardous Wood from Municipal Waste (20 01 38),67.8
2022,PODRAVSKA,MARKOVCI,Paper and Cardboard Packaging (15 01 01),33.451
2022,PODRAVSKA,MARKOVCI,Paper and Cardboard from Municipal Waste (20 01 01),80.975
2022,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Bulky Municipal Waste (20 03 07),162.65
2022,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Non-hazardous Wood from Municipal Waste (20 01 38),203.3
2022,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Paper and Cardboard Packaging (15 01 01),43.74
2022,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Paper and Cardboard from Municipal Waste (20 01 01),174.449
2022,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Wooden Packaging (15 01 03),0.26
2022,PODRAVSKA,OPLOTNICA,Bulky Municipal Waste (20 03 07),57.75
2022,PODRAVSKA,OPLOTNICA,Non-hazardous Wood from Municipal Waste (20 01 38),114.455
2022,PODRAVSKA,OPLOTNICA,Paper and Cardboard Packaging (15 01 01),30.221
2022,PODRAVSKA,OPLOTNICA,Paper and Cardboard from Municipal Waste (20 01 01),69.743
2022,PODRAVSKA,ORMOŽ,Bulky Municipal Waste (20 03 07),351.24
2022,PODRAVSKA,ORMOŽ,Non-hazardous Wood from Municipal Waste (20 01 38),72.08
2022,PODRAVSKA,ORMOŽ,Paper and Cardboard Packaging (15 01 01),81.47
2022,PODRAVSKA,ORMOŽ,Paper and Cardboard from Municipal Waste (20 01 01),80.661
2022,PODRAVSKA,ORMOŽ,Wooden Packaging (15 01 03),8
2022,PODRAVSKA,PESNICA,Bulky Municipal Waste (20 03 07),137.93
2022,PODRAVSKA,PESNICA,Non-hazardous Wood from Municipal Waste (20 01 38),215.02
2022,PODRAVSKA,PESNICA,Paper and Cardboard Packaging (15 01 01),31.42
2022,PODRAVSKA,PESNICA,Paper and Cardboard from Municipal Waste (20 01 01),127.903
2022,PODRAVSKA,PODLEHNIK,Bulky Municipal Waste (20 03 07),17.865
2022,PODRAVSKA,PODLEHNIK,Paper and Cardboard Packaging (15 01 01),12.683
2022,PODRAVSKA,PODLEHNIK,Paper and Cardboard from Municipal Waste (20 01 01),30.394
2022,PODRAVSKA,POLJČANE,Bulky Municipal Waste (20 03 07),56.61
2022,PODRAVSKA,POLJČANE,Non-hazardous Wood from Municipal Waste (20 01 38),123.222
2022,PODRAVSKA,POLJČANE,Paper and Cardboard Packaging (15 01 01),37.991
2022,PODRAVSKA,POLJČANE,Paper and Cardboard from Municipal Waste (20 01 01),82.037
2022,PODRAVSKA,PTUJ,Bulky Municipal Waste (20 03 07),461.581
2022,PODRAVSKA,PTUJ,Non-hazardous Wood from Municipal Waste (20 01 38),755.232
2022,PODRAVSKA,PTUJ,Paper and Cardboard Packaging (15 01 01),241.886
2022,PODRAVSKA,PTUJ,Paper and Cardboard from Municipal Waste (20 01 01),693.768
2022,PODRAVSKA,PTUJ,Wooden Packaging (15 01 03),13.84
2022,PODRAVSKA,RAČE-FRAM,Bulky Municipal Waste (20 03 07),97.93
2022,PODRAVSKA,RAČE-FRAM,Non-hazardous Wood from Municipal Waste (20 01 38),218.45
2022,PODRAVSKA,RAČE-FRAM,Paper and Cardboard Packaging (15 01 01),74.261
2022,PODRAVSKA,RAČE-FRAM,Paper and Cardboard from Municipal Waste (20 01 01),164.569
2022,PODRAVSKA,RUŠE,Bulky Municipal Waste (20 03 07),162.227
2022,PODRAVSKA,RUŠE,Non-hazardous Wood from Municipal Waste (20 01 38),288.799
2022,PODRAVSKA,RUŠE,Paper and Cardboard Packaging (15 01 01),29.393
2022,PODRAVSKA,RUŠE,Paper and Cardboard from Municipal Waste (20 01 01),172.002
2022,PODRAVSKA,RUŠE,Wooden Packaging (15 01 03),41.3
2022,PODRAVSKA,SELNICA OB DRAVI,Bulky Municipal Waste (20 03 07),85.471
2022,PODRAVSKA,SELNICA OB DRAVI,Non-hazardous Wood from Municipal Waste (20 01 38),173.561
2022,PODRAVSKA,SELNICA OB DRAVI,Paper and Cardboard Packaging (15 01 01),24.262
2022,PODRAVSKA,SELNICA OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),93.988
2022,PODRAVSKA,SELNICA OB DRAVI,Wooden Packaging (15 01 03),15.18
2022,PODRAVSKA,SLOVENSKA BISTRICA,Bulky Municipal Waste (20 03 07),267.74
2022,PODRAVSKA,SLOVENSKA BISTRICA,Non-hazardous Wood from Municipal Waste (20 01 38),729.627
2022,PODRAVSKA,SLOVENSKA BISTRICA,Paper and Cardboard Packaging (15 01 01),284.746
2022,PODRAVSKA,SLOVENSKA BISTRICA,Paper and Cardboard from Municipal Waste (20 01 01),465.108
2022,PODRAVSKA,SREDIŠČE OB DRAVI,Bulky Municipal Waste (20 03 07),70.37
2022,PODRAVSKA,SREDIŠČE OB DRAVI,Non-hazardous Wood from Municipal Waste (20 01 38),5.16
2022,PODRAVSKA,SREDIŠČE OB DRAVI,Paper and Cardboard Packaging (15 01 01),16.3
2022,PODRAVSKA,SREDIŠČE OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),15.188
2022,PODRAVSKA,SREDIŠČE OB DRAVI,Wooden Packaging (15 01 03),1.6
2022,PODRAVSKA,STARŠE,Bulky Municipal Waste (20 03 07),113.45
2022,PODRAVSKA,STARŠE,Non-hazardous Wood from Municipal Waste (20 01 38),296.76
2022,PODRAVSKA,STARŠE,Paper and Cardboard Packaging (15 01 01),29.94
2022,PODRAVSKA,STARŠE,Paper and Cardboard from Municipal Waste (20 01 01),123.911
2022,PODRAVSKA,SVETA ANA,Bulky Municipal Waste (20 03 07),69.2
2022,PODRAVSKA,SVETA ANA,Non-hazardous Wood from Municipal Waste (20 01 38),1.19
2022,PODRAVSKA,SVETA ANA,Paper and Cardboard Packaging (15 01 01),10.46
2022,PODRAVSKA,SVETA ANA,Paper and Cardboard from Municipal Waste (20 01 01),17.69
2022,PODRAVSKA,SVETA ANA,Wooden Packaging (15 01 03),10.96
2022,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Bulky Municipal Waste (20 03 07),65.045
2022,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Non-hazardous Wood from Municipal Waste (20 01 38),3.095
2022,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Paper and Cardboard Packaging (15 01 01),14.85
2022,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Paper and Cardboard from Municipal Waste (20 01 01),8.982
2022,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Wooden Packaging (15 01 03),5.991
2022,PODRAVSKA,SVETI ANDRAŽ V SLOV. GORICAH,Bulky Municipal Waste (20 03 07),16.196
2022,PODRAVSKA,SVETI ANDRAŽ V SLOV. GORICAH,Paper and Cardboard Packaging (15 01 01),274.084
2022,PODRAVSKA,SVETI ANDRAŽ V SLOV. GORICAH,Paper and Cardboard from Municipal Waste (20 01 01),28.044
2022,PODRAVSKA,SVETI JURIJ V SLOVENSKIH GORICAH,Bulky Municipal Waste (20 03 07),46.28
2022,PODRAVSKA,SVETI JURIJ V SLOVENSKIH GORICAH,Non-hazardous Wood from Municipal Waste (20 01 38),1.04
2022,PODRAVSKA,SVETI JURIJ V SLOVENSKIH GORICAH,Paper and Cardboard Packaging (15 01 01),13.76
2022,PODRAVSKA,SVETI JURIJ V SLOVENSKIH GORICAH,Paper and Cardboard from Municipal Waste (20 01 01),7.76
2022,PODRAVSKA,SVETI JURIJ V SLOVENSKIH GORICAH,Wooden Packaging (15 01 03),8.4
2022,PODRAVSKA,SVETI TOMAŽ,Bulky Municipal Waste (20 03 07),46.85
2022,PODRAVSKA,SVETI TOMAŽ,Paper and Cardboard Packaging (15 01 01),10.86
2022,PODRAVSKA,SVETI TOMAŽ,Paper and Cardboard from Municipal Waste (20 01 01),75.411
2022,PODRAVSKA,SVETI TOMAŽ,Wooden Packaging (15 01 03),1.06
2022,PODRAVSKA,TRNOVSKA VAS,Bulky Municipal Waste (20 03 07),62.972
2022,PODRAVSKA,TRNOVSKA VAS,Non-hazardous Wood from Municipal Waste (20 01 38),17.82
2022,PODRAVSKA,TRNOVSKA VAS,Paper and Cardboard Packaging (15 01 01),335.095
2022,PODRAVSKA,TRNOVSKA VAS,Paper and Cardboard from Municipal Waste (20 01 01),25.595
2022,PODRAVSKA,TRNOVSKA VAS,Wooden Packaging (15 01 03),9.04
2022,PODRAVSKA,VIDEM,Bulky Municipal Waste (20 03 07),115.608
2022,PODRAVSKA,VIDEM,Non-hazardous Wood from Municipal Waste (20 01 38),28.08
2022,PODRAVSKA,VIDEM,Paper and Cardboard Packaging (15 01 01),32.152
2022,PODRAVSKA,VIDEM,Paper and Cardboard from Municipal Waste (20 01 01),88.238
2022,PODRAVSKA,VIDEM,Wooden Packaging (15 01 03),21.56
2022,PODRAVSKA,ZAVRČ,Bulky Municipal Waste (20 03 07),16.771
2022,PODRAVSKA,ZAVRČ,Paper and Cardboard Packaging (15 01 01),9.465
2022,PODRAVSKA,ZAVRČ,Paper and Cardboard from Municipal Waste (20 01 01),22.523
2022,PODRAVSKA,ŠENTILJ,Bulky Municipal Waste (20 03 07),414.956
2022,PODRAVSKA,ŠENTILJ,Non-hazardous Wood from Municipal Waste (20 01 38),144.831
2022,PODRAVSKA,ŠENTILJ,Paper and Cardboard Packaging (15 01 01),13.76
2022,PODRAVSKA,ŠENTILJ,Paper and Cardboard from Municipal Waste (20 01 01),42.607
2022,PODRAVSKA,ŠENTILJ,Wooden Packaging (15 01 03),76.285
2022,PODRAVSKA,ŽETALE,Bulky Municipal Waste (20 03 07),57.174
2022,PODRAVSKA,ŽETALE,Non-hazardous Wood from Municipal Waste (20 01 38),5.56
2022,PODRAVSKA,ŽETALE,Paper and Cardboard Packaging (15 01 01),9.382
2022,PODRAVSKA,ŽETALE,Paper and Cardboard from Municipal Waste (20 01 01),21.936
2022,PODRAVSKA,ŽETALE,Wooden Packaging (15 01 03),7.02
2022,POMURSKA,APAČE,Bulky Municipal Waste (20 03 07),303.56
2022,POMURSKA,APAČE,Non-hazardous Wood from Municipal Waste (20 01 38),0.06
2022,POMURSKA,APAČE,Paper and Cardboard Packaging (15 01 01),67.24
2022,POMURSKA,APAČE,Paper and Cardboard from Municipal Waste (20 01 01),35.201
2022,POMURSKA,APAČE,Wooden Packaging (15 01 03),111.38
2022,POMURSKA,BELTINCI,Bulky Municipal Waste (20 03 07),295.887
2022,POMURSKA,BELTINCI,Non-hazardous Wood from Municipal Waste (20 01 38),121.879
2022,POMURSKA,BELTINCI,Paper and Cardboard Packaging (15 01 01),25.718
2022,POMURSKA,BELTINCI,Paper and Cardboard from Municipal Waste (20 01 01),191.488
2022,POMURSKA,CANKOVA,Bulky Municipal Waste (20 03 07),63.74
2022,POMURSKA,CANKOVA,Non-hazardous Wood from Municipal Waste (20 01 38),24.874
2022,POMURSKA,CANKOVA,Paper and Cardboard Packaging (15 01 01),10.46
2022,POMURSKA,CANKOVA,Paper and Cardboard from Municipal Waste (20 01 01),16.189
2022,POMURSKA,DOBROVNIK,Bulky Municipal Waste (20 03 07),40.513
2022,POMURSKA,DOBROVNIK,Non-hazardous Wood from Municipal Waste (20 01 38),20.747
2022,POMURSKA,DOBROVNIK,Paper and Cardboard Packaging (15 01 01),3.668
2022,POMURSKA,DOBROVNIK,Paper and Cardboard from Municipal Waste (20 01 01),51.009
2022,POMURSKA,GORNJA RADGONA,Bulky Municipal Waste (20 03 07),220.472
2022,POMURSKA,GORNJA RADGONA,Non-hazardous Wood from Municipal Waste (20 01 38),82.8
2022,POMURSKA,GORNJA RADGONA,Paper and Cardboard Packaging (15 01 01),55.72
2022,POMURSKA,GORNJA RADGONA,Paper and Cardboard from Municipal Waste (20 01 01),203.805
2022,POMURSKA,GORNJI PETROVCI,Bulky Municipal Waste (20 03 07),39.311
2022,POMURSKA,GORNJI PETROVCI,Non-hazardous Wood from Municipal Waste (20 01 38),4.525
2022,POMURSKA,GORNJI PETROVCI,Paper and Cardboard Packaging (15 01 01),4.041
2022,POMURSKA,GORNJI PETROVCI,Paper and Cardboard from Municipal Waste (20 01 01),20.165
2022,POMURSKA,GRAD,Bulky Municipal Waste (20 03 07),60.07
2022,POMURSKA,GRAD,Non-hazardous Wood from Municipal Waste (20 01 38),21.414
2022,POMURSKA,GRAD,Paper and Cardboard Packaging (15 01 01),7.607
2022,POMURSKA,GRAD,Paper and Cardboard from Municipal Waste (20 01 01),20.94
2022,POMURSKA,GRAD,Wooden Packaging (15 01 03),67.82
2022,POMURSKA,HODOŠ,Bulky Municipal Waste (20 03 07),6.593
2022,POMURSKA,HODOŠ,Non-hazardous Wood from Municipal Waste (20 01 38),1.662
2022,POMURSKA,HODOŠ,Paper and Cardboard Packaging (15 01 01),1.149
2022,POMURSKA,HODOŠ,Paper and Cardboard from Municipal Waste (20 01 01),15.49
2022,POMURSKA,KOBILJE,Bulky Municipal Waste (20 03 07),18.48
2022,POMURSKA,KOBILJE,Non-hazardous Wood from Municipal Waste (20 01 38),13.74
2022,POMURSKA,KOBILJE,Paper and Cardboard Packaging (15 01 01),2.263
2022,POMURSKA,KOBILJE,Paper and Cardboard from Municipal Waste (20 01 01),5.143
2022,POMURSKA,KRIŽEVCI,Bulky Municipal Waste (20 03 07),181.14
2022,POMURSKA,KRIŽEVCI,Paper and Cardboard Packaging (15 01 01),5.05
2022,POMURSKA,KRIŽEVCI,Paper and Cardboard from Municipal Waste (20 01 01),38.049
2022,POMURSKA,KUZMA,Bulky Municipal Waste (20 03 07),35.87
2022,POMURSKA,KUZMA,Non-hazardous Wood from Municipal Waste (20 01 38),17.8
2022,POMURSKA,KUZMA,Paper and Cardboard Packaging (15 01 01),3.848
2022,POMURSKA,KUZMA,Paper and Cardboard from Municipal Waste (20 01 01),20.114
2022,POMURSKA,LENDAVA,Bulky Municipal Waste (20 03 07),226.13
2022,POMURSKA,LENDAVA,Non-hazardous Wood from Municipal Waste (20 01 38),14.34
2022,POMURSKA,LENDAVA,Paper and Cardboard Packaging (15 01 01),130.272
2022,POMURSKA,LENDAVA,Paper and Cardboard from Municipal Waste (20 01 01),138.651
2022,POMURSKA,LENDAVA,Wooden Packaging (15 01 03),0.32
2022,POMURSKA,LJUTOMER,Bulky Municipal Waste (20 03 07),580.58
2022,POMURSKA,LJUTOMER,Paper and Cardboard Packaging (15 01 01),78.338
2022,POMURSKA,LJUTOMER,Paper and Cardboard from Municipal Waste (20 01 01),157.108
2022,POMURSKA,MORAVSKE TOPLICE,Bulky Municipal Waste (20 03 07),144.053
2022,POMURSKA,MORAVSKE TOPLICE,Non-hazardous Wood from Municipal Waste (20 01 38),22.518
2022,POMURSKA,MORAVSKE TOPLICE,Paper and Cardboard Packaging (15 01 01),27.283
2022,POMURSKA,MORAVSKE TOPLICE,Paper and Cardboard from Municipal Waste (20 01 01),122.855
2022,POMURSKA,MURSKA SOBOTA,Bulky Municipal Waste (20 03 07),717.6
2022,POMURSKA,MURSKA SOBOTA,Non-hazardous Wood from Municipal Waste (20 01 38),306.664
2022,POMURSKA,MURSKA SOBOTA,Paper and Cardboard Packaging (15 01 01),166.252
2022,POMURSKA,MURSKA SOBOTA,Paper and Cardboard from Municipal Waste (20 01 01),721.309
2022,POMURSKA,MURSKA SOBOTA,Wooden Packaging (15 01 03),16.158
2022,POMURSKA,ODRANCI,Bulky Municipal Waste (20 03 07),46.341
2022,POMURSKA,ODRANCI,Non-hazardous Wood from Municipal Waste (20 01 38),20.075
2022,POMURSKA,ODRANCI,Paper and Cardboard Packaging (15 01 01),9.343
2022,POMURSKA,ODRANCI,Paper and Cardboard from Municipal Waste (20 01 01),70.81
2022,POMURSKA,PUCONCI,Bulky Municipal Waste (20 03 07),177.01
2022,POMURSKA,PUCONCI,Non-hazardous Wood from Municipal Waste (20 01 38),1.256
2022,POMURSKA,PUCONCI,Paper and Cardboard Packaging (15 01 01),132.314
2022,POMURSKA,PUCONCI,Paper and Cardboard from Municipal Waste (20 01 01),137.485
2022,POMURSKA,RADENCI,Bulky Municipal Waste (20 03 07),226.36
2022,POMURSKA,RADENCI,Non-hazardous Wood from Municipal Waste (20 01 38),73.54
2022,POMURSKA,RADENCI,Paper and Cardboard Packaging (15 01 01),34.5
2022,POMURSKA,RADENCI,Paper and Cardboard from Municipal Waste (20 01 01),25.903
2022,POMURSKA,RADENCI,Wooden Packaging (15 01 03),64.22
2022,POMURSKA,RAZKRIŽJE,Bulky Municipal Waste (20 03 07),61.39
2022,POMURSKA,RAZKRIŽJE,Paper and Cardboard Packaging (15 01 01),1.26
2022,POMURSKA,RAZKRIŽJE,Paper and Cardboard from Municipal Waste (20 01 01),9.64
2022,POMURSKA,ROGAŠOVCI,Bulky Municipal Waste (20 03 07),60.71
2022,POMURSKA,ROGAŠOVCI,Non-hazardous Wood from Municipal Waste (20 01 38),13.782
2022,POMURSKA,ROGAŠOVCI,Paper and Cardboard Packaging (15 01 01),6.04
2022,POMURSKA,ROGAŠOVCI,Paper and Cardboard from Municipal Waste (20 01 01),45.295
2022,POMURSKA,SVETI JURIJ OB ŠČAVNICI,Bulky Municipal Waste (20 03 07),87.715
2022,POMURSKA,SVETI JURIJ OB ŠČAVNICI,Non-hazardous Wood from Municipal Waste (20 01 38),21.115
2022,POMURSKA,SVETI JURIJ OB ŠČAVNICI,Paper and Cardboard Packaging (15 01 01),16.929
2022,POMURSKA,SVETI JURIJ OB ŠČAVNICI,Paper and Cardboard from Municipal Waste (20 01 01),28.461
2022,POMURSKA,SVETI JURIJ OB ŠČAVNICI,Wooden Packaging (15 01 03),13.2
2022,POMURSKA,TIŠINA,Bulky Municipal Waste (20 03 07),127.792
2022,POMURSKA,TIŠINA,Non-hazardous Wood from Municipal Waste (20 01 38),61.044
2022,POMURSKA,TIŠINA,Paper and Cardboard Packaging (15 01 01),12.34
2022,POMURSKA,TIŠINA,Paper and Cardboard from Municipal Waste (20 01 01),75.259
2022,POMURSKA,TURNIŠČE,Bulky Municipal Waste (20 03 07),87.565
2022,POMURSKA,TURNIŠČE,Non-hazardous Wood from Municipal Waste (20 01 38),24.951
2022,POMURSKA,TURNIŠČE,Paper and Cardboard Packaging (15 01 01),9.969
2022,POMURSKA,TURNIŠČE,Paper and Cardboard from Municipal Waste (20 01 01),36.271
2022,POMURSKA,TURNIŠČE,Wooden Packaging (15 01 03),0.416
2022,POMURSKA,VELIKA POLANA,Bulky Municipal Waste (20 03 07),29.26
2022,POMURSKA,VELIKA POLANA,Non-hazardous Wood from Municipal Waste (20 01 38),3.52
2022,POMURSKA,VELIKA POLANA,Paper and Cardboard Packaging (15 01 01),6.716
2022,POMURSKA,VELIKA POLANA,Paper and Cardboard from Municipal Waste (20 01 01),15.593
2022,POMURSKA,VERŽEJ,Bulky Municipal Waste (20 03 07),63.98
2022,POMURSKA,VERŽEJ,Paper and Cardboard Packaging (15 01 01),2.91
2022,POMURSKA,VERŽEJ,Paper and Cardboard from Municipal Waste (20 01 01),18.326
2022,POMURSKA,ČRENŠOVCI,Bulky Municipal Waste (20 03 07),119.817
2022,POMURSKA,ČRENŠOVCI,Non-hazardous Wood from Municipal Waste (20 01 38),38.779
2022,POMURSKA,ČRENŠOVCI,Paper and Cardboard Packaging (15 01 01),13.911
2022,POMURSKA,ČRENŠOVCI,Paper and Cardboard from Municipal Waste (20 01 01),65.621
2022,POMURSKA,ŠALOVCI,Bulky Municipal Waste (20 03 07),32.188
2022,POMURSKA,ŠALOVCI,Non-hazardous Wood from Municipal Waste (20 01 38),8.33
2022,POMURSKA,ŠALOVCI,Paper and Cardboard Packaging (15 01 01),2.49
2022,POMURSKA,ŠALOVCI,Paper and Cardboard from Municipal Waste (20 01 01),11.198
2022,POSAVSKA,BISTRICA OB SOTLI,Bulky Municipal Waste (20 03 07),42.822
2022,POSAVSKA,BISTRICA OB SOTLI,Non-hazardous Wood from Municipal Waste (20 01 38),2.315
2022,POSAVSKA,BISTRICA OB SOTLI,Paper and Cardboard Packaging (15 01 01),8.144
2022,POSAVSKA,BISTRICA OB SOTLI,Paper and Cardboard from Municipal Waste (20 01 01),8.386
2022,POSAVSKA,BREŽICE,Bulky Municipal Waste (20 03 07),292.08
2022,POSAVSKA,BREŽICE,Non-hazardous Wood from Municipal Waste (20 01 38),875.539
2022,POSAVSKA,BREŽICE,Paper and Cardboard Packaging (15 01 01),396.21
2022,POSAVSKA,BREŽICE,Paper and Cardboard from Municipal Waste (20 01 01),470.04
2022,POSAVSKA,KOSTANJEVICA NA KRKI,Bulky Municipal Waste (20 03 07),42.36
2022,POSAVSKA,KOSTANJEVICA NA KRKI,Non-hazardous Wood from Municipal Waste (20 01 38),21.4
2022,POSAVSKA,KOSTANJEVICA NA KRKI,Paper and Cardboard Packaging (15 01 01),99.588
2022,POSAVSKA,KOSTANJEVICA NA KRKI,Paper and Cardboard from Municipal Waste (20 01 01),19.145
2022,POSAVSKA,KRŠKO,Bulky Municipal Waste (20 03 07),579.31
2022,POSAVSKA,KRŠKO,Non-hazardous Wood from Municipal Waste (20 01 38),1206.98
2022,POSAVSKA,KRŠKO,Paper and Cardboard Packaging (15 01 01),132.915
2022,POSAVSKA,KRŠKO,Paper and Cardboard from Municipal Waste (20 01 01),986.06
2022,POSAVSKA,KRŠKO,Wooden Packaging (15 01 03),65.461
2022,POSAVSKA,RADEČE,Bulky Municipal Waste (20 03 07),65.84
2022,POSAVSKA,RADEČE,Non-hazardous Wood from Municipal Waste (20 01 38),83.38
2022,POSAVSKA,RADEČE,Paper and Cardboard Packaging (15 01 01),141.185
2022,POSAVSKA,RADEČE,Paper and Cardboard from Municipal Waste (20 01 01),48.487
2022,POSAVSKA,SEVNICA,Bulky Municipal Waste (20 03 07),161.97
2022,POSAVSKA,SEVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),262.64
2022,POSAVSKA,SEVNICA,Paper and Cardboard Packaging (15 01 01),337.303
2022,POSAVSKA,SEVNICA,Paper and Cardboard from Municipal Waste (20 01 01),258.542
2022,POSAVSKA,SEVNICA,Wooden Packaging (15 01 03),5.79
2022,PRIMORSKO-NOTRANJSKA,BLOKE,Bulky Municipal Waste (20 03 07),79.05
2022,PRIMORSKO-NOTRANJSKA,BLOKE,Non-hazardous Wood from Municipal Waste (20 01 38),39.5
2022,PRIMORSKO-NOTRANJSKA,BLOKE,Paper and Cardboard Packaging (15 01 01),27.063
2022,PRIMORSKO-NOTRANJSKA,BLOKE,Paper and Cardboard from Municipal Waste (20 01 01),12.27
2022,PRIMORSKO-NOTRANJSKA,CERKNICA,Bulky Municipal Waste (20 03 07),570.992
2022,PRIMORSKO-NOTRANJSKA,CERKNICA,Non-hazardous Wood from Municipal Waste (20 01 38),452.428
2022,PRIMORSKO-NOTRANJSKA,CERKNICA,Paper and Cardboard Packaging (15 01 01),101.704
2022,PRIMORSKO-NOTRANJSKA,CERKNICA,Paper and Cardboard from Municipal Waste (20 01 01),168.75
2022,PRIMORSKO-NOTRANJSKA,CERKNICA,Wooden Packaging (15 01 03),102.875
2022,PRIMORSKO-NOTRANJSKA,ILIRSKA BISTRICA,Bulky Municipal Waste (20 03 07),471.75
2022,PRIMORSKO-NOTRANJSKA,ILIRSKA BISTRICA,Non-hazardous Wood from Municipal Waste (20 01 38),250.59
