year,statistical_region,type_of_waste,waste_category,treatment_process,waste_for_processing
2023,POSAVSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",390.823
2023,POSAVSKA,Wooden Packaging (15 01 03),Packaging Waste,R_01,45.681
2023,POSAVSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",169.61
2023,PRIMORSKO-NOTRANJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",115.919
2023,PRIMORSKO-NOTRANJSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",53.548
2023,SAVINJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,BO,18488.69
2023,SAVINJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,PU,13.5
2023,SAVINJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_0302,15
2023,SAVINJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,13402.5
2023,SAVINJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",378.523
2023,SAVINJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,D_01,20.97
2023,SAVINJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_03,284.63
2023,SAVINJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_12,2.62
2023,SAVINJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",353.359
2023,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_01,1263.04
2023,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_03,1569.417
2023,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_0302,70
2023,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_12,1507.42
2023,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",455.255
2023,SAVINJSKA,Other Unspecified Wood Waste (03 01 99),Wood/Paper Production Waste,"R_12, R_13",1180.78
2023,SAVINJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,BO,17.74
2023,SAVINJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_03,24.16
2023,SAVINJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",21403.4
2023,SAVINJSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",7428.548
2023,SAVINJSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,BO,9
2023,SAVINJSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_03,45
2023,SAVINJSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",329.454
2023,SAVINJSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_01,1
2023,SAVINJSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",299.96
2023,SAVINJSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,R_03,97.197
2023,SAVINJSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",2062.804
2023,SAVINJSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_01,156.1
2023,SAVINJSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",188.266
2023,SAVINJSKA,Wooden Packaging (15 01 03),Packaging Waste,BO,20.68
2023,SAVINJSKA,Wooden Packaging (15 01 03),Packaging Waste,R_01,591.32
2023,SAVINJSKA,Wooden Packaging (15 01 03),Packaging Waste,R_03,6893.453
2023,SAVINJSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",6900.247
2023,ZASAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",1353.947
2023,ZASAVSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,BO,11.58
2023,ZASAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,BO,103.355
2023,ZASAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",516.15
2023,ZASAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,BO,4.965
2023,ZASAVSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",29.66
